,avg,std
ABL1,-0.10215030136626198,0.2055104981628087
ABL2,0.2003153676743929,0.10596927009165798
ABLIM1,0.007392003881025489,0.1260783164474006
ABLIM2,0.005716656259023782,0.12574256746061446
ABLIM3,0.08328823504317635,0.1146688110672657
ABR,-0.034481314312678,0.14885676030073156
ABRA,-0.10545630322309782,0.15231783295826737
ABRACL,0.0965272332570794,0.10706397718042171
ABRAXAS1,-0.20987225836934856,0.1428041813249211
ABRAXAS2,0.2369531938329073,0.15326465975135614
ABT1,-0.5079079542869415,0.17635522965575076
ABTB1,0.07339099366750283,0.1167401005432508
ABTB2,0.06941409907167112,0.12659680324739514
ACAA1,-0.01883933991976169,0.11833925121563763
ACAA2,-0.0759858730482036,0.11951175953075562
ACACA,-0.3892222111923186,0.28037455136385164
ACACB,-0.07998335391036657,0.10461033332781551
ACAD10,0.0016687599005442925,0.1332428741551327
ACAD11,0.06355954113604244,0.11238533415751596
ACAD8,0.2216707604961179,0.10534333787733922
ACAD9,-0.3008090075376474,0.1685890847833654
ACADL,-0.1037871100981093,0.120986455770539
ACADM,-0.043056228145606265,0.14232603240113967
ACADS,-0.15567419097976537,0.127944623349315
ACADSB,-0.18302064407717694,0.11301966520551235
ACADVL,-0.07210053512529892,0.14954397717439774
ACAN,0.0026097296084167973,0.13175333496535147
ACAP1,-0.1741794969467086,0.12292020299431905
ACAP2,0.12885814358720277,0.15440993268244205
ACAP3,-0.2029937180449846,0.1105021065908013
ACAT1,0.15513310626531016,0.11293808422343378
ACAT2,0.2033512113728193,0.11539411735290864
ACBD3,-0.07467779664071285,0.15813099678922102
ACBD4,-0.05265029806660919,0.12626468489105586
ACBD5,0.02615791384326644,0.14556245026363238
ACBD6,0.07778492587213866,0.1205754840294268
ACBD7,0.13444089771624668,0.1203407560469134
ACCS,0.08952825023622123,0.12451603124208406
ACCSL,-0.09498255149901777,0.13006062750031921
ACD,-0.4910293233562647,0.16076557912752587
ACE,-0.19300037174648463,0.142051306314831
ACE2,0.1946728889092733,0.12861035046447972
ACER1,0.18190250524925916,0.10382345324707765
ACER2,0.05662030799955387,0.12611480121450427
ACER3,0.1305488188576976,0.13821435719196892
ACHE,-0.27425358473774947,0.14445950071696628
ACIN1,-0.8311682266298183,0.21453641703689616
ACKR1,-0.11348901265859843,0.10535493258357581
ACKR2,0.11835565046888155,0.10117566576173488
ACKR3,0.11721156450219758,0.108207705760241
ACKR4,-0.13585442413346557,0.13043622634729793
ACLY,-0.5157101283142345,0.2944081087843091
ACMSD,0.11091823147939521,0.12244750976265044
ACO1,0.11412353848966994,0.11550304507081981
ACO2,-0.6404172147726152,0.39229530905118337
ACOD1,-0.01860062865769852,0.1027351366075349
ACOT1,0.14039158367942034,0.15172026989110945
ACOT11,-0.026764132362395773,0.12491425669049196
ACOT12,-0.4878753190339128,0.14722877884858088
ACOT13,-0.02019575643595445,0.14094757886108467
ACOT2,0.11271988088732735,0.11926138687545179
ACOT4,-0.22977717507318476,0.14487792664765695
ACOT6,-0.07448336533937548,0.11558831860179382
ACOT7,0.01779799952369744,0.13394862498563645
ACOT8,-0.07076130265149051,0.14429961216844914
ACOT9,0.12915786917607572,0.12150319112099771
ACOX1,-0.13491258504199097,0.19933014811221403
ACOX2,-0.0505343337571496,0.12445583656916127
ACOX3,-0.0362290939236253,0.11915700075102313
ACOXL,-0.17906023758588785,0.12246266619554155
ACP1,0.15313986606853722,0.13513646796029077
ACP2,0.1507491710128142,0.13005361856365769
ACP4,0.1008124347948189,0.13583653392971393
ACP5,0.06914890801569479,0.09839357240685957
ACP6,-0.1462006045531855,0.11969893866980592
ACP7,-0.08402564805923321,0.1286915285363781
ACPP,0.0416109687593534,0.1170796724453146
ACR,-0.1609687121298563,0.137902624253866
ACRBP,-0.027769840915722394,0.11688086881315726
ACRV1,0.3127308703553751,0.11289227687488716
ACSBG1,0.04546410251654711,0.11313023320964918
ACSBG2,-0.07927620958037876,0.11785686827614054
ACSF2,-0.1378293687277917,0.13541035851318708
ACSF3,-0.02218124663345259,0.1260025793659281
ACSL1,-0.05102772954837396,0.11573923838897272
ACSL3,-0.45649306122637445,0.3328585873029357
ACSL4,-0.11111769766787825,0.23144710632538626
ACSL5,0.09012390740068665,0.10625162670470266
ACSL6,-0.05150570155416248,0.11815270158856492
ACSM1,0.10385447617029289,0.11942743319057751
ACSM2A,0.05405166791269014,0.11090250892350259
ACSM2B,0.3207301098769059,0.11164885865501879
ACSM3,-0.09451753344543229,0.11780058963839196
ACSM4,0.10256427276213236,0.13037320926036772
ACSM5,0.08901744356495386,0.1366855064689921
ACSM6,-0.08058511305275337,0.11961384176587281
ACSS1,0.07036116284068368,0.11294203360450084
ACSS2,0.272019087688504,0.12045438611845581
ACSS3,0.04026340119670532,0.1335939243453963
ACTA1,-0.26678651341245857,0.1397905231322645
ACTA2,0.041258523513988614,0.1034495887977501
ACTB,-0.739450884490365,0.33464913382912487
ACTBL2,0.03932458371677278,0.1250244212636487
ACTC1,-0.03941181844573277,0.14322288616297338
ACTG1,-0.4379803113295948,0.2170047317152798
ACTG2,0.056355838750794356,0.12367234495327686
ACTL10,0.1250334817601539,0.10384312610577898
ACTL6A,-1.408828337365877,0.1989855420708838
ACTL6B,-0.008660841596459577,0.11782219228605811
ACTL7A,-0.29848116898371146,0.1418471383023414
ACTL7B,-0.05011337209702639,0.15747128404196623
ACTL8,-0.10298394647130311,0.14461622043730693
ACTL9,-0.04416689274854337,0.13151741829661484
ACTN1,-0.2163064651476481,0.13247710953323508
ACTN2,-0.1097038346930782,0.13782810291449482
ACTN4,-0.0018222234472425687,0.16395144721269178
ACTR10,-0.914485251885247,0.18537818305488865
ACTR1A,-0.9852105816736524,0.35632300032260267
ACTR1B,-0.5773727267259985,0.14495786851340983
ACTR2,-1.2172903580562078,0.23649787256993754
ACTR3,-0.505913069461683,0.18809771172085213
ACTR3B,0.07398326737478314,0.1325840908548178
ACTR3C,-0.1792550983164511,0.11978376201984112
ACTR5,-0.44733828463444986,0.2366572414494546
ACTR6,-1.052122910712074,0.1913819400118356
ACTR8,-1.0241801320437807,0.1825346767969053
ACTRT1,0.030365204534582906,0.12451050027867125
ACTRT2,0.08606542923070651,0.11586619268511347
ACTRT3,-0.01715216205261437,0.1188503972121989
ACVR1,0.12702216721483883,0.13139771247392523
ACVR1B,-0.07882444265767886,0.15431310904928
ACVR1C,0.11036129249053866,0.12569046545045517
ACVR2A,-0.075716882095654,0.1441521233693111
ACVR2B,0.15754044526090766,0.13112429835458567
ACVRL1,0.04326804720816687,0.12701149238714354
ACY1,0.037044028203014806,0.12644971633358873
ACY3,0.05447039712595384,0.14213517738020376
ACYP1,-0.06500863285169756,0.12956833308814145
ACYP2,0.09749830013191643,0.11746083679929492
ADA,0.06348417479446548,0.1059174516135683
ADA2,-0.06920419999937764,0.12727447529881558
ADAD1,0.010036988879434805,0.08973502127017144
ADAD2,-0.07957321992877246,0.1275859266760923
ADAL,-0.01106641095745095,0.11709724019965724
ADAM10,0.00943716596201496,0.18803044318712678
ADAM11,-0.3855840899998563,0.13808916451911993
ADAM12,-0.09672154689932815,0.13208978581803532
ADAM15,-0.05636183115880499,0.1305114166340387
ADAM17,0.011033146481642064,0.13482142835923613
ADAM18,0.10221820338320187,0.13015004124661536
ADAM19,0.1930815632936523,0.10900763266348157
ADAM2,0.0670165699243017,0.11007737335808002
ADAM20,0.08935147454231263,0.10718475115369837
ADAM21,0.062049995806391076,0.11938146979702258
ADAM22,-0.01595296199510021,0.10691102114460144
ADAM23,0.07022502332067701,0.10505429888951842
ADAM28,0.1481274403172722,0.11775944237268572
ADAM29,0.15925656211538283,0.09698846619631853
ADAM30,-0.2183954853562627,0.13626673486128676
ADAM32,0.15177100479117853,0.1240166416769252
ADAM33,-0.04630866279643128,0.12881953503424806
ADAM7,-0.05654748976265117,0.11296464968004291
ADAM8,0.16253847071370678,0.14193297149680675
ADAM9,0.0005658754347157943,0.12070438742156445
ADAMDEC1,0.11628941793690414,0.11516284175639827
ADAMTS1,-0.06150720185076173,0.14923177594285142
ADAMTS10,-0.24298889718622865,0.13408940460200483
ADAMTS12,0.12190629921743207,0.12813560329860893
ADAMTS13,-0.10354627403003049,0.12671594296045033
ADAMTS14,0.08394377953801795,0.1328178971828869
ADAMTS15,-0.0413280423515342,0.1243861006666095
ADAMTS16,0.02315520958792199,0.12119764322201484
ADAMTS17,0.1072152276179532,0.11550377922268261
ADAMTS18,0.07949941422971714,0.1119259867941344
ADAMTS19,0.20410764346951274,0.12163638613727645
ADAMTS2,-0.06426196783599496,0.13762677904791756
ADAMTS20,0.04827318503884905,0.10740586630884427
ADAMTS3,-0.061690286760354845,0.11148973007074467
ADAMTS4,-0.07346304864538963,0.1447048154383129
ADAMTS5,0.10558906706417345,0.13764662014088433
ADAMTS6,-9.89594055394985e-05,0.11161602341661804
ADAMTS7,-0.32564984404725533,0.15895841828447937
ADAMTS8,0.01709181132523955,0.11512976998806222
ADAMTS9,0.05526331534630782,0.11681936425613082
ADAMTSL1,-0.05540837624366963,0.12081905271135743
ADAMTSL2,-0.009430153064905937,0.14484284837236477
ADAMTSL3,0.09601095385341907,0.1276392634811711
ADAMTSL4,-0.14452795432616772,0.15054957064048025
ADAMTSL5,-0.21753711803618764,0.15322832277546708
ADAP1,-0.16014940804884725,0.15404436448952763
ADAP2,-0.23748487566670404,0.13432899775300775
ADAR,-0.4049456075377471,0.3036050283207992
ADARB1,0.0027031145759443187,0.12746028689091235
ADARB2,0.08159449363354986,0.11075324216483681
ADAT1,-0.23844037122446296,0.13311393357741036
ADAT2,-0.7379185592194785,0.22954025630301048
ADAT3,-0.5171375769226333,0.20052856682158887
ADCK1,0.23022424309846828,0.10334628782405919
ADCK2,-0.0985147090057198,0.1511522112302803
ADCK5,0.008238646120410309,0.13018508853969948
ADCY1,0.0745777581601569,0.12489544960735818
ADCY10,0.022032720120200716,0.1409930821067146
ADCY2,0.15130020659347862,0.11536866144367677
ADCY3,-0.37527098878112297,0.13667159637463328
ADCY4,-0.16031518341471582,0.13421752641683193
ADCY5,0.12099467175388695,0.1147114346036638
ADCY6,0.09609481700894995,0.1358895211948506
ADCY7,0.17336047429582135,0.14409025639566916
ADCY8,-0.002510818487983523,0.12770030295468024
ADCY9,0.03547668776694541,0.1317815884114998
ADCYAP1,0.2304737810964305,0.13856027092757164
ADCYAP1R1,-0.0638460112205534,0.12315448709131188
ADD1,0.09962793435795825,0.1241016017154635
ADD2,-0.09845497891448297,0.10836963990384677
ADD3,0.04011668895040643,0.12622184923681878
ADGRA1,0.11341427131277396,0.11919334659370275
ADGRA2,-0.10950706082110248,0.12925476910038153
ADGRA3,-0.1250782823224456,0.12242456704135195
ADGRB1,-0.009155134161749082,0.1372090344524752
ADGRB2,-0.07765972258240048,0.1269959086452429
ADGRB3,0.024162911411389685,0.12667586636096861
ADGRD1,-0.12049106564161054,0.12553537200461934
ADGRE1,-0.10383464481654689,0.11475460239633366
ADGRE2,-0.21279644385372445,0.1310377225085106
ADGRE3,0.05356980061547516,0.14705957679676435
ADGRE5,-0.061432173777945784,0.12089200367417247
ADGRF1,0.062080765395121085,0.10839162479053271
ADGRF3,-0.07685103466790467,0.12484748619471718
ADGRF4,-0.018331057434546792,0.1256328067813461
ADGRF5,-0.23001086045899918,0.13313299298067868
ADGRG1,-0.0657556218138263,0.13876906455331228
ADGRG2,0.1495877003644905,0.11256433011947639
ADGRG3,-0.15647375520425696,0.1298980523458169
ADGRG4,0.05939909290398424,0.0975868523593109
ADGRG5,-0.018924312962692865,0.11900098051556204
ADGRG6,0.20287303003756307,0.10162177612545921
ADGRG7,-0.0432640113466571,0.12123189960045738
ADGRL1,0.11538473671993324,0.1390471606638805
ADGRL2,-0.061612219738163825,0.1385643639555511
ADGRL3,-0.064350455550957,0.1401573639614835
ADGRL4,0.16226851587534033,0.1371248964958865
ADGRV1,0.014204632547223707,0.10505776716687282
ADH1A,0.03343288207524618,0.10383766314606206
ADH1B,-0.004201621506117965,0.12419917036360376
ADH4,0.04046579106473738,0.10748339108863415
ADH5,-0.0594706186157957,0.12534700145084518
ADH6,0.22653209715478853,0.11621902245829506
ADH7,0.06787966937170756,0.12446753140442643
ADHFE1,0.1484005421303358,0.09379303659504076
ADI1,-0.08124579911635355,0.15821656880032306
ADIG,0.015376129887379669,0.11439931153999161
ADIPOQ,0.07388125930963968,0.1278117383126905
ADIPOR1,-0.03965491109898059,0.1463729219698582
ADIPOR2,0.1180005628609646,0.14620896258298688
ADIRF,-0.05934734442641091,0.12893416352686526
ADK,-0.10021849632496954,0.13609609840349712
ADM,0.16856051436844757,0.12956838252107739
ADM2,-0.025114019362181873,0.1282902471610758
ADM5,-0.11197365176980512,0.12176514950031087
ADNP,-0.4824504709346819,0.2195672294337012
ADNP2,0.07774606302709217,0.13471116623333731
ADO,-0.10013318371838352,0.13013452692882763
ADORA1,-0.04446017306444234,0.12661705931879702
ADORA2A,-0.08701851867923693,0.12833995862158096
ADORA2B,-0.10927408030913961,0.1442817826054148
ADPGK,-0.047565268688624596,0.15835267444278386
ADPRH,-0.20886634775321758,0.14034094854753082
ADPRHL1,-0.2161613288322749,0.1338318032279681
ADPRHL2,-0.30237588637232277,0.13396817927425664
ADPRM,0.12359112441331412,0.11724926437634355
ADRA1A,0.23459736566865663,0.12246974587774921
ADRA1B,0.07914309765112057,0.09043667288796835
ADRA1D,0.0385892101092282,0.14422085139248905
ADRA2A,-0.040374358298079026,0.1318541520412069
ADRA2B,-0.15838612300619037,0.13383217662414001
ADRA2C,0.06250435521119732,0.11709801200588953
ADRB1,0.06863610279305461,0.11445288438453836
ADRB2,-0.05076509448795102,0.14296892816482062
ADRB3,0.08455152771645849,0.11821882015604931
ADRM1,-0.5826232744270798,0.21842402113153703
ADSL,-1.0668805750284636,0.38797011510665674
ADSS,-0.4897694819421418,0.2938208379486296
ADSSL1,-0.23300249454869396,0.1352071428669187
ADTRP,0.01568756431237047,0.1260813585422423
AEBP1,-0.27728345138903465,0.1216125459880428
AEBP2,-0.11488356469832005,0.1365365031184978
AEN,0.052716208480955436,0.12779804523140328
AES,-0.22051988936763728,0.14549074705505155
AFAP1,0.1871627861228506,0.11750740249622121
AFAP1L1,-0.07146471583024168,0.12513474687492368
AFAP1L2,-0.053490009565324986,0.11523548889209764
AFDN,-0.18589998290114504,0.20293152043743243
AFF1,0.14613312228600758,0.15951822489070822
AFF2,0.13745437654125123,0.1320242581572215
AFF3,-0.23633543010534933,0.13282559608516464
AFF4,-0.06614088574141755,0.14925365042801428
AFG1L,-0.0010861900589541804,0.12614629370076028
AFG3L2,-1.0778944129624985,0.21956988563220634
AFM,0.030861574410247044,0.12958504420521655
AFMID,-0.05990869588569602,0.12102814916756956
AFP,-0.01229864768076086,0.1224688301825486
AFTPH,-0.03143313570962738,0.15180028916653998
AGA,0.13155050111015515,0.10389394087460913
AGAP1,-0.16514560000790016,0.13720751319328342
AGAP2,-0.3449839001537948,0.14338896418783925
AGAP3,0.07640899180354187,0.11619456728483467
AGAP4,0.3996278767239555,0.13047599432448356
AGAP5,-0.6380768579978117,0.15715812193558099
AGAP6,-0.8091207419587908,0.17855729057560485
AGAP9,-0.287872780899914,0.1469387651820868
AGBL1,0.047331654716986256,0.11436479370510863
AGBL2,-0.11603265508605118,0.13416049185501067
AGBL3,-0.08996238307781951,0.12065649111327895
AGBL4,-0.32603537460468074,0.16233309849411004
AGBL5,-0.17430101475645937,0.12944372827181033
AGER,0.1275657982008348,0.10103428654809977
AGFG1,-0.025155725825380927,0.15136814784219255
AGFG2,-0.22207889757740953,0.12908732517648783
AGGF1,0.07551383877113815,0.14598621274071868
AGK,0.16219786833530872,0.1158633071900357
AGL,-0.12952073841556,0.12080684273040329
AGMAT,-0.18689008543179633,0.13513756567239024
AGMO,0.03739524127875797,0.10501458011442305
AGO1,-0.3395917396875981,0.12703415426355744
AGO2,-0.20170789679459852,0.20163250397073548
AGO3,-0.11830952847155594,0.136557723878696
AGO4,0.005684961210995382,0.11910341267385262
AGPAT1,-0.06959751023479574,0.18497675099950645
AGPAT2,-0.05293521800956038,0.15393978742549508
AGPAT3,-0.012106173598446039,0.15344170756051542
AGPAT4,-0.010073954807474328,0.13464026625263886
AGPAT5,0.10767181699093865,0.17493778848790673
AGPS,0.009535367856222273,0.15189368945695084
AGR2,-0.0033038579235115224,0.13017008782006897
AGR3,0.12588354099736127,0.09334605462141125
AGRN,-0.26637650099917787,0.1258756469836832
AGRP,0.010868542421220618,0.11793207546745792
AGT,-0.07385250784475834,0.12497712045327321
AGTPBP1,0.2739962724439324,0.11033522627655427
AGTR1,-0.1365766869834339,0.14160304707507534
AGTR2,0.066461885714025,0.11789776812591336
AGTRAP,0.03989780764476329,0.11278585442006556
AGXT,-0.09353614268773293,0.11987462273285361
AGXT2,-0.006473150395587429,0.14974115029931898
AHCTF1,-1.0461690032852646,0.16818668146635826
AHCY,-0.9371727356163068,0.2376739061242788
AHCYL1,-0.5000382156665372,0.3106495315791481
AHCYL2,-0.029722732844001416,0.112056190155775
AHDC1,-0.14341045922862117,0.14206481436842328
AHI1,-0.07702224938082983,0.11129555768020039
AHNAK,-0.19212335091540228,0.1370591949810268
AHNAK2,0.18029981055546432,0.15666255533894632
AHR,0.010557653448350508,0.2965720894703635
AHRR,-0.19371333339315075,0.14380547867579543
AHSA1,-0.14909944875027775,0.14718919176378437
AHSG,0.060286288689030514,0.12623286201162215
AHSP,-0.04436157676355271,0.10726708351707435
AICDA,-0.0025722580825648838,0.11423223561710308
AIDA,0.2809533306631814,0.11911117069724922
AIF1,-0.2465618081712364,0.12418330974390351
AIF1L,-0.24773362980430788,0.1406031870477174
AIFM1,-0.8464275304238021,0.3162857387945064
AIFM2,-0.11512747506329493,0.13891998449530688
AIFM3,-0.2004829787351307,0.15829790959248716
AIG1,-0.09344334533055593,0.13265069476362115
AIM2,0.017594185519473834,0.13277447686707114
AIMP1,-0.10171976006207537,0.14633297620993996
AIMP2,-0.2418830777222733,0.12480420298521687
AIP,-0.30270071387972475,0.21734652884817754
AIPL1,-0.07371837627935977,0.11114151016497785
AIRE,0.11278076887861652,0.1154486906430795
AJAP1,-0.014227532089216424,0.13617910026374652
AJM1,-0.24160303942024833,0.14689030439811734
AJUBA,-0.10852607223770364,0.1882745701236395
AK1,-0.26040318614512176,0.12622780090955532
AK2,0.01658226891398376,0.18648225902535498
AK3,0.06296811997278953,0.11699328693283291
AK4,-0.2596632184563814,0.14544371703051537
AK5,0.024824301476483183,0.11985050275602488
AK6,-1.0188134592746414,0.2973209521263447
AK7,-0.09368248414638863,0.11285190293576056
AK8,-0.11982401493137157,0.1044418050211444
AK9,0.03616848431601933,0.10507424387408099
AKAIN1,0.3637081151923845,0.10083482906680312
AKAP1,0.03399570792501033,0.1335908720220557
AKAP10,-0.07992989481991164,0.15633402297787435
AKAP11,0.043163973349772976,0.11375652482988295
AKAP12,-0.018048875950897054,0.12235852088307415
AKAP13,-0.04473398059660218,0.15761844452256704
AKAP14,0.08461556640286853,0.12050371462767073
AKAP17A,-0.060046084667767376,0.16109454189851558
AKAP2,-0.01449437201175305,0.12489022461165773
AKAP3,-0.009415766901380955,0.10677993423939217
AKAP4,0.14437210338976858,0.10996745652513919
AKAP5,0.017616985359120856,0.1253183894097346
AKAP6,-0.06478246171722547,0.12234600455147583
AKAP7,-0.12444626643504059,0.13317073256136736
AKAP8,-0.084518570177516,0.11670317879193108
AKAP8L,-0.16087679788474982,0.1370604751731938
AKAP9,0.01680006320388248,0.12199658420739151
AKIP1,-0.07691948101326958,0.13077694021958314
AKIRIN1,-0.3739435836639476,0.17364152534364927
AKIRIN2,-0.9253588392130386,0.19649298952188188
AKNA,-0.053995797019922895,0.14119246498981117
AKNAD1,0.002485759347542399,0.11534648321521018
AKR1A1,-0.06564136179656933,0.11869100690486183
AKR1B1,0.32262196701035095,0.13043881139124183
AKR1B10,0.018199550027635306,0.1264573750763446
AKR1B15,0.08037681101711325,0.12129130021330409
AKR1C1,-0.15202821862953708,0.10580797571233573
AKR1C2,0.21610792366152815,0.09876822562371955
AKR1C3,0.026821044641948358,0.10778105413180179
AKR1C4,0.04833395472443617,0.126554738812869
AKR1D1,-0.00404904453581847,0.11672412640652119
AKR1E2,0.09962024400173394,0.1136848173942932
AKR7A2,-0.07256119408815684,0.13180104321279257
AKR7A3,-0.35877181610490255,0.12780122492369048
AKR7L,-0.19210868956054178,0.12169547305742434
AKT1,-0.035237720519647936,0.1923941216068108
AKT1S1,0.03551708934850472,0.1414637460568664
AKT2,-0.1624643907044462,0.17329475692607252
AKT3,0.10173556016817444,0.13792412509949065
AKTIP,-0.11440030793355714,0.13402848855473543
ALAD,-0.12146987236832979,0.2082865116099145
ALAS1,-0.14285690911127066,0.19267466513218146
ALAS2,0.1306352831142276,0.12258612560198419
ALB,0.07810664180939979,0.10128619443122844
ALCAM,-0.008842202119090002,0.12800204577705376
ALDH16A1,-0.02976307720369616,0.14077738723647729
ALDH18A1,-0.35270235341000516,0.21490933524068268
ALDH1A1,0.024364996028506773,0.10525077699055786
ALDH1A2,0.006132244959030885,0.102131902555339
ALDH1A3,0.16462018651457594,0.1296984662692538
ALDH1B1,-0.08316889147345626,0.12533537636437242
ALDH1L1,-0.09877392335244321,0.13993525652195077
ALDH1L2,0.05111225761650786,0.0990334236256713
ALDH2,-0.07372795815523078,0.12170059952110601
ALDH3A1,-0.10866433716214906,0.13093314905446166
ALDH3A2,0.0708740896832173,0.11187240402754361
ALDH3B2,-0.15298463998759576,0.14905846200916198
ALDH4A1,-0.05102849170605279,0.1287729493200948
ALDH5A1,-0.06343269979459117,0.1268645814385443
ALDH6A1,-0.15847533657244187,0.11932941158449704
ALDH7A1,-0.1557338193632467,0.12720782996543467
ALDH8A1,-0.11511668832100352,0.11707742252772138
ALDH9A1,0.21747214713196458,0.12068834687349286
ALDOA,-1.3968211135550248,0.273169099184437
ALDOB,-0.035866485092431295,0.12100573681924558
ALDOC,-0.22425036814623567,0.15865110504561653
ALG1,-1.0639826435179984,0.23513992125030955
ALG10,-0.11519964781890957,0.14834354473116476
ALG10B,0.03194129379082497,0.13954987656987697
ALG11,-1.4997633706170568,0.19803406962167275
ALG12,-0.40798881371371515,0.21964941903824162
ALG13,-1.5230357496145892,0.24959317044442808
ALG14,-1.1153649875332254,0.15746256381889898
ALG1L,-0.7941277771984971,0.1532112261968603
ALG2,-1.425405043263769,0.22008236204023743
ALG3,0.010854874221252638,0.18902055881738303
ALG5,-0.2930156406903046,0.18724908087201517
ALG6,-0.34332215642152536,0.18570272978761776
ALG8,-0.4373831489011094,0.21019424992491784
ALG9,-0.15304133778909013,0.19109201331030207
ALK,-0.16960386026137916,0.13693575678894515
ALKAL1,0.047825029166578256,0.14571126527503764
ALKAL2,0.21571367068872083,0.10736287830095466
