,avg,std
E2F2,-0.11659971359341276,0.1322561140935409
E2F3,-0.39794780499598814,0.26051326783077844
E2F4,-0.08196572051903647,0.1527984864723508
E2F5,0.1988937242237076,0.114628807615158
E2F6,-0.6596880997414933,0.1815576504112318
E2F7,0.18116938370677937,0.20195961665544837
E2F8,-0.05622318486002802,0.16202538438737657
E4F1,-0.6322751938304341,0.1939572641354775
EAF1,-0.49312481744773246,0.30439575603196467
EAF2,-0.1963257264506365,0.1419783092546218
EAPP,-0.4304654161676046,0.18643883033225545
EARS2,-0.8266388653314136,0.27669367546811624
EBAG9,0.06585759014854228,0.13533058461656852
EBF1,-0.053880838487453175,0.21093210320908592
EBF2,0.08137593034850668,0.1301035810745183
EBF3,-0.08312723332001773,0.12779789377721185
EBF4,0.18423899793922682,0.1155196874601098
EBI3,-0.2481036874308884,0.14816606369783553
EBLN1,0.15776131000913474,0.11071934566590959
EBLN2,0.2707731265373299,0.09280935209154484
EBNA1BP2,-1.0966106883306017,0.15596580998155168
EBP,0.008427689448297233,0.11944815466813229
EBPL,0.022560698115805702,0.15982535777009693
ECD,-1.3267861095303215,0.23037977625678988
ECE1,-0.10304168834793605,0.12413292404633015
ECEL1,-0.16124008323315442,0.13663287916730057
ECH1,0.0416969454293183,0.1466595005631964
ECHDC1,0.09752136727110906,0.11648322217295952
ECHDC2,-0.1423483049167386,0.14290748913126838
ECHDC3,0.05523507280280108,0.12234902392855668
ECHS1,0.06498384722728721,0.14923833367937692
ECI1,-0.056172539734263935,0.145583749091227
ECI2,-0.010462995474920151,0.10588327838623648
ECM1,-0.17771757824564158,0.13458362196938536
ECM2,0.129796716845841,0.11945212665296014
ECPAS,-0.09941617145073986,0.1351874059229231
ECSIT,-0.1695577623051235,0.1972002044647115
ECT2,-1.3257139990217397,0.23232544549676598
ECT2L,-0.39343696572188386,0.15284944125638042
EDA,-0.10644127043986831,0.14093420292340336
EDA2R,0.10489781623593865,0.11611503301491757
EDAR,-0.09962126187978296,0.14613790494975826
EDARADD,-0.021537255576729537,0.12900652366513246
EDC3,-0.07209584232743867,0.11604687369595393
EDC4,-0.5294835800871835,0.17407385334062453
EDDM3A,0.15072065521935468,0.11608461206000072
EDDM3B,-0.030538408069437462,0.12204865394849992
EDEM1,0.047496367320488495,0.1369271578166365
EDEM2,-0.20816232702274165,0.14128070861080846
EDEM3,-0.05137408647500232,0.12132839317174234
EDF1,0.05315809710316436,0.19354250291263161
EDIL3,-0.19663293435085008,0.12232195120770768
EDN1,-0.024683699678513304,0.10560692758952782
EDN2,-0.030065154358731108,0.1365273429487724
EDN3,0.3296459898367357,0.12969929499514016
EDNRA,0.11716647426702276,0.12842246025196996
EDNRB,0.047899052606111596,0.11595269829059834
EDRF1,-0.14120085315828163,0.1445766801082
EEA1,0.015321454157841185,0.12821913910377683
EED,-0.3747697921955686,0.26635780896629163
EEF1A1,-1.257375325468942,0.18903068012774735
EEF1A2,0.012231907931748248,0.12891007086085055
EEF1AKMT1,0.06733509251977692,0.12372712378592261
EEF1AKMT2,-0.2955305034131486,0.13735063019615004
EEF1AKMT3,-0.23740467141977498,0.14557078304989626
EEF1AKMT4,-0.09055852160804903,0.11632506917822966
EEF1B2,-0.7887002699579115,0.16660792999158158
EEF1D,-0.2102194702562862,0.14337317863082807
EEF1E1,-0.39252116266828313,0.17124783731754054
EEF1G,-1.0302394846730931,0.18323633719864915
EEF2,-2.0362408900235174,0.2611652765200691
EEF2K,0.025220718120976673,0.13195880562678747
EEF2KMT,-0.8933112424376032,0.17083081910200487
EEFSEC,-0.5999504985629491,0.29119718614991197
EEPD1,0.11645374820663691,0.1179919915271814
EFCAB1,0.04996558921741102,0.08636813431514705
EFCAB11,-0.05383309853171817,0.11341253114048847
EFCAB12,-0.04464753006268102,0.11180155069891073
EFCAB13,-0.05307089509971288,0.12877259568318913
EFCAB14,-0.11750945582136173,0.11751687586928672
EFCAB2,-0.08884733394045434,0.12214071776119625
EFCAB3,-0.08218691936657689,0.1110416715007784
EFCAB5,-0.18730251412440746,0.12829488933106428
EFCAB6,0.09020546476279555,0.11656722400464893
EFCAB7,0.03370149963875638,0.13129977544900806
EFCAB9,-0.060685679111980285,0.10459461542708942
EFCC1,-0.1388948343925988,0.15995274840963625
EFEMP1,-0.0015229906665043735,0.11254482715755339
EFEMP2,-0.22582058990152587,0.148619961323221
EFHB,0.05917452828684202,0.11058036220451296
EFHC1,-0.23415636978131132,0.15130524321522387
EFHC2,0.03415765592755968,0.10224152886332113
EFHD1,0.14955917524002854,0.1029086157650962
EFHD2,-0.010131887211367251,0.12352529383026149
EFL1,-0.9299717195437689,0.21942362716222605
EFNA1,-0.08330228115351496,0.1388154943262567
EFNA2,-0.20399042026608113,0.1342534008501328
EFNA3,-0.13176293374447576,0.15934399892603976
EFNA4,-0.21048605391952316,0.1270859690858412
EFNA5,-0.041464335950392464,0.1315955268977206
EFNB1,-0.06887331295757167,0.13203762533618274
EFNB2,0.17506984725171298,0.11746910184941028
EFNB3,-0.08961619341799724,0.14153311045666084
EFR3A,-0.390850970803884,0.3753223673550984
EFR3B,-0.23333757338366334,0.15721198324101926
EFS,-0.11885406073566467,0.12118509893388167
EFTUD2,-1.1985760304513227,0.20946559723594546
EGF,0.07007402778643859,0.09248745375265383
EGFL6,0.24443135624997325,0.11593423438539201
EGFL7,-0.05025034936451892,0.13494320450754832
EGFL8,-0.05993643432497584,0.13898640898812417
EGFLAM,-0.00957763673623398,0.1348755932929019
EGFR,-0.059671198240009694,0.3101083850718584
EGLN1,-0.3154706899857758,0.27606811366771866
EGLN2,-0.48577472161183466,0.14860744340989684
EGLN3,0.06206615953552262,0.16397472817046746
EGR1,-0.050647384071140986,0.14622203548571344
EGR2,0.04492321213599979,0.15433530718270058
EGR3,0.0993022619671971,0.11738556415902016
EGR4,-0.061774201823623594,0.13445920351677326
EHBP1,0.10373904018340092,0.12649467317557336
EHBP1L1,-0.29972888121490165,0.16945334583205574
EHD1,-0.12352012386663834,0.12354065965048025
EHD2,-0.0716016613530563,0.1422193734853617
EHD3,-0.13707173093347283,0.14323008181837396
EHD4,0.07711266719881782,0.11912077442331513
EHF,0.0422845410692425,0.13048337133873758
EHHADH,0.05850682214954741,0.09948268261178632
EHMT1,-0.2187970247177296,0.17466073943415195
EHMT2,-0.1471613526876693,0.1883943393341217
EID1,0.053720387622265546,0.11890194995802116
EID2,-0.16101611224945486,0.15538930185070915
EID2B,-0.215343013533558,0.1444105246527501
EID3,0.027183870101613692,0.12542267311145314
EIF1,-0.7833088400268368,0.22231564633746267
EIF1AD,-1.3880822340643661,0.17626925935502052
EIF1AX,-1.5801787947836303,0.4125323177455479
EIF1B,-0.11529083055360702,0.12683906406646442
EIF2A,-0.1311500654496326,0.1263145579754044
EIF2AK1,0.03270294177450415,0.1654547928670628
EIF2AK2,0.0210658421722115,0.13540107224476894
EIF2AK3,0.03454404664104791,0.160968936775847
EIF2AK4,-0.14462942788962693,0.3260284430314933
EIF2B1,-0.9785005515737734,0.16202097116926853
EIF2B2,-1.199595677673612,0.19277745841503435
EIF2B3,-1.3381785076738955,0.23773327143710435
EIF2B4,-0.9681791201505539,0.1717672149088046
EIF2B5,-0.7945051183607195,0.18073866997773594
EIF2D,0.06393346745528737,0.13175145781237269
EIF2S1,-1.9235322380110176,0.21602212027823056
EIF2S2,-0.7018623821803606,0.19937043310162633
EIF2S3,-1.796776868720466,0.21990707766558365
EIF3A,-1.5700037150435906,0.19568016765411841
EIF3B,-1.3459173458870655,0.22459415091489138
EIF3C,0.2951834168389287,0.17209864846788847
EIF3CL,-1.4118816666428748,0.15812708649770066
EIF3D,-1.2409675171460233,0.19747680094735906
EIF3E,-1.3620732716206831,0.2273970432362685
EIF3F,-0.9635140952383009,0.21472973365148965
EIF3G,-1.4400781994995886,0.21587810849007172
EIF3H,-0.9561817297322222,0.22798017344458335
EIF3I,-1.3095845712385552,0.18194590556564524
EIF3J,-0.4857982181236133,0.16847130766711368
EIF3K,-0.20726133227799046,0.1586738187195214
EIF3L,-0.5360579270340711,0.18433665123187928
EIF3M,-1.143020212817038,0.21600111968515062
EIF4A1,-1.356220299320221,0.2778047532206379
EIF4A2,-0.17374889745105912,0.13731923715521985
EIF4A3,-1.3330563065391918,0.24246880992630618
EIF4B,-0.7495617987161103,0.16239237358576863
EIF4E,-1.0317111657637412,0.1772429449421771
EIF4E1B,-0.04034071109797926,0.1290472331332629
EIF4E2,-0.33470020346951834,0.21896536996854302
EIF4E3,-0.05165360140566754,0.11735056242152632
EIF4EBP1,-0.36744890934648045,0.1670910776596578
EIF4EBP2,-0.2861419427828221,0.1335592121332345
EIF4EBP3,0.015276209480260481,0.1274938055663358
EIF4ENIF1,-0.17914190918003195,0.14850624541861504
EIF4G1,-0.812369647932608,0.1896733070352448
EIF4G2,-0.843825964418367,0.25168143994748937
EIF4G3,-0.19575300859116326,0.141609382157534
EIF4H,-0.15839864049837354,0.1605632662489836
EIF5,-1.426710112178269,0.19902552074980714
EIF5A,-0.9961608126706982,0.22174633220212242
EIF5A2,0.04897217310655186,0.13151450493915015
EIF5AL1,-0.32122049764742333,0.17729413408195094
EIF5B,0.0582467443501832,0.15044593248201404
EIF6,-1.1052249975232573,0.20693627555942576
EIPR1,-0.23886349839497856,0.21737902204355553
ELAC1,0.09845114526662369,0.12202633428502967
ELAC2,-1.0067064985946816,0.19428854603460244
ELANE,0.052083241991789514,0.12147347345798394
ELAVL1,-0.32362470142737537,0.23618800552300145
ELAVL2,0.06506353606854234,0.11255912698475355
ELAVL3,-0.06308393521486733,0.12561485207796438
ELAVL4,0.23576092692807,0.11795254687325867
ELF1,-0.039224251136318486,0.12014205878048198
ELF2,-0.2096469506506018,0.16669926438494706
ELF3,-0.02098910946665675,0.16991236769238433
ELF4,-0.2058206774859284,0.1579104362453705
ELF5,0.011192848358668479,0.12197731433097116
ELFN1,-0.12925331221635644,0.12351378981938825
ELFN2,-0.0032198558815430376,0.12591679498479738
ELK1,0.11242680068880001,0.10955282460199553
ELK3,-0.0015271510710487281,0.1273541459765825
ELK4,0.19091156705922668,0.13492177132941555
ELL,-1.1857908480466326,0.3012703949067624
ELL2,0.08524695377192833,0.14361243137851235
ELL3,-0.27186043344374444,0.13379063484247353
ELMO1,-0.03716346813675785,0.1401304743271364
ELMO2,-0.43136089570315556,0.2990410620186861
ELMO3,0.025295009171850773,0.15228651353015532
ELMOD1,-0.10954686501787199,0.10783507954483024
ELMOD2,0.07602685666510954,0.11185285143719635
ELMOD3,-0.2906050577992105,0.1426172916653754
ELMSAN1,-0.11868153668213059,0.1856000498019262
ELN,0.13416692518071682,0.12074995687537132
ELOA,-0.25413846897273557,0.2535521943089904
ELOA2,-0.11311309404226208,0.13640485817211392
ELOA3B,-0.5902691938028176,0.1645772358387087
ELOA3D,0.24510745030391118,0.1266007821465832
ELOB,-1.430617814285606,0.27686420558536734
ELOC,-0.555100780674374,0.18339748781950393
ELOF1,-0.4564283953079293,0.2166299776992362
ELOVL1,-0.4743723882358019,0.18715310918468098
ELOVL2,-0.11178787161024606,0.11041984749527747
ELOVL3,-0.20348837985313092,0.11779368221585992
ELOVL4,0.03284960789729996,0.12116548825713137
ELOVL5,0.03946492839607009,0.1280631414169717
ELOVL6,0.07830624641027574,0.12255233113877992
ELOVL7,0.19329910122125946,0.09737011259093556
ELP1,-1.1308249326029927,0.21912601015247415
ELP2,-0.765202149086047,0.2350146321282008
ELP3,-1.1568466133524904,0.2196936684590952
ELP4,-0.44790328745325025,0.2055488083635664
ELP5,-1.3506868885489651,0.23713273801995977
ELP6,-1.213462886327481,0.2080780963164671
ELSPBP1,0.00036626033898939665,0.10523739495961464
EMB,-0.020489206420946603,0.13789705383492293
EMC1,-0.8578500116577854,0.25335980545760645
EMC10,-0.03475786678866314,0.13251575855086495
EMC2,-0.3876915550774912,0.2347829887441873
EMC3,-1.189888788814013,0.32271469349238174
EMC4,-0.6904299789504267,0.23516217597922295
EMC6,-0.3918593379674379,0.25561664363328984
EMC7,-0.965931415772513,0.2752063273223728
EMC8,-0.0964126885711671,0.13313435626139325
EMC9,-0.09583714333060146,0.1344251174915947
EMCN,0.1634373679763576,0.1151348130726397
EMD,-0.07109623722686623,0.13744830773655062
EME1,-0.07869834948497208,0.1466400980822138
EME2,-0.09120122305046842,0.14204867262945
EMID1,-0.18419591993383716,0.14453513012500752
EMILIN1,-0.06339696599629548,0.12484703074351086
EMILIN2,-0.009538476758914796,0.1144795773223438
EMILIN3,-0.14236844308539312,0.1238473398357425
EML1,0.10614951419795378,0.11165303288981532
EML2,-0.17487652238056456,0.11738925733218815
EML3,-0.049277319294233686,0.13177575028320748
EML4,-0.18477232318262862,0.13354495303784436
EML5,-0.11753655412052418,0.1068712380943203
EML6,-0.2879835424966916,0.1249561813460985
EMP1,0.1070083712605734,0.11724647624046605
EMP2,-0.1307517096183318,0.14980698275763843
EMP3,-0.032742144039359065,0.13065137808008484
EMSY,0.02578580257109739,0.251824455321193
EMX1,-0.14648524025936552,0.1416275956284561
EMX2,0.053259490147835487,0.1359140886308654
EN1,-0.010923744805445192,0.14078093328896502
EN2,-0.005774428040171003,0.1272947005345383
ENAH,0.019729859664230805,0.13141563785810387
ENAM,0.03188319810288948,0.10798625795927874
ENC1,0.09850422080032585,0.1343969187323891
ENDOD1,0.009817707745741096,0.12312098483895964
ENDOG,-0.16287289317976536,0.15181606432434208
ENDOU,0.09693010693539757,0.1112006253324094
ENDOV,-0.11622096016555629,0.128354369454519
ENG,-0.010398632398554056,0.12113805677440836
ENGASE,-0.17552846520595913,0.13462613566672352
ENHO,0.06657465493495025,0.12475583213484086
ENKD1,-0.2846312845752614,0.144299360872585
ENKUR,0.13815697515936903,0.11947534983921147
ENO1,-0.7245965940611003,0.32080408953950745
ENO2,-0.037058343264751215,0.11154055334358981
ENO3,-0.19283662570571528,0.12227269411415434
ENOPH1,0.08047694439280562,0.13389849161205628
ENOSF1,0.09852569348405134,0.12294388514594394
ENOX1,-0.04321833719259,0.12661152507622458
ENOX2,0.17105236935962934,0.09718120680172601
ENPEP,-0.10730720307377446,0.11728055129965287
ENPP1,0.07406842838012923,0.10699070970861742
ENPP2,-0.07944634981486455,0.12253825190275286
ENPP3,0.06848211529582826,0.09522965232295491
ENPP4,0.11925333065971738,0.10749848678220443
ENPP5,0.07336393247251016,0.11339442224231276
ENPP6,0.02270315904487027,0.15957806804708866
ENPP7,-0.24314083446528217,0.14264713968938483
ENSA,-0.40975256714068187,0.17936565630012904
ENTHD1,-0.06555611606445459,0.13085352411909068
ENTPD1,0.10646160793585105,0.11838153902244306
ENTPD2,-0.1467506380733987,0.1188901563046358
ENTPD3,0.13172165579546233,0.1065195311811352
ENTPD4,0.055862391420989546,0.13040859465066945
ENTPD5,-0.02636277448630819,0.1328587769316079
ENTPD6,0.08831966782595106,0.11991876735186355
ENTPD7,0.012308231646722245,0.10583180952499807
ENTPD8,-0.13824681155693655,0.13254274777889422
ENTR1,-0.12572822136404588,0.12501001154163166
ENY2,-0.1371288957385067,0.2057501875977626
EOGT,0.03099988074842055,0.12238097514326896
EOMES,0.056500333691040946,0.12060952117992595
EP300,-0.4186112017128852,0.4753786938755693
EP400,-1.104069923438871,0.1915019849451455
EPAS1,0.0423612322071543,0.15856980470935245
EPB41,0.022366642311509255,0.12567220526069872
EPB41L1,-0.025786899199139658,0.11235483908941589
EPB41L2,-0.06374704444245823,0.13370701637458868
EPB41L3,0.014827231534626907,0.1386654441707071
EPB41L4A,-0.0027630863620569605,0.12619732642932172
EPB41L4B,0.0367262391752982,0.12319907426253365
EPB41L5,-0.08435227626183649,0.1483020509687494
EPB42,-0.2586710420961196,0.1358554480077684
EPC1,-0.4074843779847978,0.2223739807632258
EPC2,-0.5462753229041133,0.2750070222505069
EPCAM,-0.1427569819283831,0.14241950418320762
EPDR1,0.08517321430375219,0.13438323548387837
EPG5,0.01713281437395403,0.18578888034406088
EPGN,0.12321072402858309,0.1292804845779494
EPHA1,-0.12329433037671883,0.14390411851357765
EPHA10,-0.10255905562913926,0.12137227447170731
EPHA2,0.1019307855405924,0.20162067568016978
EPHA3,-0.1663223387865656,0.1252658883522331
EPHA4,0.08613150850834435,0.1232229453000451
EPHA5,-0.2569441866798715,0.13925146659134088
EPHA6,0.06707937954984478,0.12568262120393123
EPHA7,-0.009335076478763266,0.1248374264819142
EPHA8,0.008377116821583291,0.12362898162051053
EPHB1,-0.01902435810453371,0.12593838179920522
EPHB2,0.012985119118667995,0.11204556308855297
EPHB3,-0.060530838173423175,0.1388374207951357
EPHB4,0.10984824234299259,0.1219395003469479
EPHB6,-0.03869131516143105,0.13488532533802167
EPHX1,0.002710076147439872,0.12012342289230908
EPHX2,0.059820220809984156,0.11032409895925431
EPHX3,-0.09204007107688818,0.12698966071471085
EPHX4,0.05017727453292085,0.14750799697482317
EPM2A,-0.10030797865370394,0.13765032440694872
EPM2AIP1,-0.17978588114765143,0.12188123654732295
EPN1,-0.010973453137284902,0.1216986112863929
EPN2,-0.018912872150860766,0.15114615905957268
EPN3,-0.14214725278766566,0.15560183320970902
EPO,0.12217861737403535,0.12386083680163774
EPOP,-0.6134389456594832,0.16255548964639968
EPOR,-0.12940321315694236,0.13382894141964968
EPPIN,-0.17235280053546673,0.10958517540530131
EPRS,-1.1917276826779855,0.17938103037867326
EPS15,-0.07606995156694339,0.12957540725716546
EPS15L1,-0.16370534284806745,0.13953199742611608
EPS8,0.1535061775055604,0.11641202174391295
EPS8L1,-0.16580695137913937,0.13541474457129335
EPS8L2,-0.09127716114764284,0.11669573442063202
EPS8L3,-0.37323763158902645,0.13776338938241772
EPSTI1,-0.30276802309888634,0.14199744150369834
EPX,-0.13816711097723158,0.1109960677986434
EPYC,-0.002423139553632114,0.1256805208270705
EQTN,0.3943590193572252,0.0993579587838311
ERAL1,-0.5349135017073781,0.19123978212980788
ERAP1,0.09329907224038608,0.1215336079552405
ERAP2,0.06536599172157426,0.11496207404642364
ERAS,0.10828797969684795,0.12319221532678123
ERBB2,-0.327634137987117,0.25896053415473763
ERBB3,-0.16651804496628694,0.20583322186525085
ERBB4,-0.023167826484873498,0.12693189396010943
ERBIN,-0.04479615993737118,0.13639052369927016
ERC1,-0.07771555978160907,0.13104830408380216
ERC2,-0.02560035237005002,0.12013602013413914
ERCC1,-0.23887556117922285,0.13945533683959685
ERCC2,-0.994547132019631,0.1761322489750267
ERCC3,-0.6319488325632616,0.1551294908618962
ERCC4,-0.4024283072525781,0.16609346785454335
ERCC5,-0.0839510889883007,0.10702714567797858
ERCC6,-0.0272166818598199,0.11491511390483868
ERCC6L,-0.33359823210824346,0.18915739588605981
ERCC6L2,-0.14004663401138412,0.1285038919777639
ERCC8,-0.004080561097890818,0.1486415462343912
EREG,0.08520619302850659,0.1163003988921346
ERF,0.04355472885733666,0.14931378023500105
ERG,0.026226525642955478,0.13564376094400493
ERG28,-0.051548465092499975,0.11345431456792217
ERGIC1,0.06053862835478079,0.09789269578631889
ERGIC2,0.017210613834534826,0.1259752884122517
ERGIC3,0.12389679596457667,0.13212094459065457
ERH,-1.3912552813961396,0.19230028580006336
ERI1,-0.07225780779432088,0.1489119931444293
ERI2,-0.042344907456622144,0.14185107790545293
ERI3,0.1803143998855931,0.11524484493889584
ERICH1,0.19368656117366415,0.12222817953103096
ERICH3,0.10759603595589559,0.11236529220871587
ERICH4,-0.05086043965438552,0.13920037916655406
ERICH5,-0.2592213535876069,0.13338862498058887
ERICH6,-0.13159329619387594,0.1267849039574177
ERICH6B,0.18404030194876214,0.12231148174677524
ERLEC1,-0.1814859823067086,0.13798456471354012
ERLIN1,-0.13132981992251505,0.1267900949527464
ERLIN2,0.0020679021049578804,0.15113090127144482
ERMAP,-0.05091148026779548,0.12663838998274676
ERMARD,-0.001172362228515996,0.14229993698548285
ERMN,-0.17098472670418627,0.15339158809537087
ERMP1,-0.058844021761506556,0.14063566051660886
ERN1,0.04746415870517288,0.13704210392216618
ERN2,-0.09437173608965282,0.14382076674745026
ERO1A,-0.04168676851738097,0.14749045854234236
ERO1B,0.05628355917288298,0.13057304328056027
ERP27,0.025126526289228877,0.11660928950110472
ERP29,0.04573018017749358,0.1468625792086394
ERP44,-0.2564051700780462,0.14996015991238698
ERRFI1,0.16709105426447807,0.1573038504621714
ERV3-1,-0.14865167643321323,0.1246472637922154
ERVFRD-1,0.024158271156531783,0.12670852690134843
ERVV-1,0.03681597021496595,0.10247833698543032
ERVV-2,-0.05538306209551256,0.09448701380209797
ERVW-1,-0.5325515805729482,0.152137366059894
ESAM,0.13865455506550722,0.11730386340919847
ESCO1,-0.01782129883750107,0.15866141138187964
ESCO2,-0.31002863249733803,0.21614024089770964
ESD,0.08574286455441461,0.0964923580575366
ESF1,-1.065216035473683,0.1972061759480508
ESM1,0.23021723974901218,0.12754206658678544
ESPL1,-1.7674382130035482,0.2136940553228575
ESPN,-0.47355179769074074,0.15897886412857173
ESPNL,-0.016366027634597508,0.11894553694076118
ESR1,-0.10295496500617062,0.16319943234320441
ESR2,0.055499520516063015,0.10902637531729212
ESRP1,0.11333517129440449,0.1678867867605733
ESRP2,-0.17950037923811082,0.15056542421260627
ESRRA,-0.3673324831344104,0.17346297324260876
ESRRB,-0.06557775067184697,0.14566352013726636
ESRRG,-0.08710324054739242,0.1407954131019742
ESS2,-0.9389918624393289,0.20711394519959805
ESX1,-0.0457654698930456,0.10799129639559767
ESYT1,-0.1588236792159238,0.13843259877664144
ESYT2,0.0038012587572014557,0.12433005524588267
ESYT3,-0.022014762279934777,0.12412284609979984
ETAA1,-0.12752602062994806,0.1662132547608987
ETF1,-1.7999502499842879,0.20571316209861243
ETFA,0.05143099562563568,0.12994309334307444
ETFB,-0.09566256981694111,0.12357598140822873
ETFBKMT,-0.055360160101907266,0.12435554257805627
ETFDH,0.15743674084569692,0.10537217298415394
ETFRF1,0.20387936869367929,0.1298309834673764
ETHE1,-0.10245111132630966,0.11885068919207369
ETNK1,0.07470975629048274,0.12680735198797624
ETNK2,-0.06551323591444916,0.14501584535711187
ETNPPL,-0.20252329478208947,0.11355523399335149
ETS1,0.2547261826663937,0.17355175818781926
ETS2,0.08773086692309127,0.16173557814358375
ETV1,0.17343992724239155,0.12083057758805588
ETV2,-0.011389223153248784,0.13333606837411388
ETV3,-0.18891033564496978,0.16130341396991557
ETV3L,0.05570249396152966,0.11724361914822705
ETV4,-0.06646187184630287,0.1569071277716683
ETV5,-0.11723784038081518,0.1752963580802652
ETV6,0.057746588511450196,0.19791528038286982
ETV7,-0.1430556489090746,0.11853066887891436
EVA1A,0.06172364062431136,0.1258891164664841
EVA1B,-0.07757407593476227,0.13515872040574067
EVA1C,-0.2463360490259331,0.13948117684866426
EVC,0.05845591570768105,0.11102293048910657
EVC2,0.2636832880108015,0.0921082899953852
EVI2A,-0.11507604545230254,0.1169585683484706
EVI2B,0.08011665076473277,0.10473761625880844
EVI5,-0.17267524704804016,0.12712297091641112
EVI5L,-0.17268720546434171,0.13379898026206724
EVL,0.013272521462522916,0.12560879672615208
EVPL,0.0699800292908368,0.12116586336649053
EVPLL,-0.1001278959265524,0.13740357749745727
EVX1,0.04322080993170773,0.12965402304458348
EVX2,0.054931984233768015,0.12472019033925648
EWSR1,-1.0147533175282937,0.18856527785223384
EXD1,0.024998644396191254,0.12438470780634527
EXD2,0.15236066789386385,0.12071077535789139
EXD3,0.04521072364774096,0.13820984048625154
EXO1,-0.16281112933613917,0.18894398147643832
EXO5,-0.13360561965325143,0.1165754686358481
EXOC1,-0.61203247335941,0.179118616438652
EXOC2,-0.49067774498537664,0.1715448049223372
EXOC3,-0.7434622215237036,0.166149822517457
EXOC3L1,-0.21521980897804502,0.13353357061361723
EXOC3L2,0.07053349959273275,0.13840275879838496
EXOC3L4,-0.11071359755241124,0.12308171187362105
EXOC4,-0.6640427619277616,0.17764303759868155
EXOC5,-0.5732223223348765,0.16685037832199745
EXOC6,-0.03197678159139833,0.12989725794411167
EXOC6B,-0.1431594381370095,0.13439681517416088
EXOC7,-0.577799285058601,0.1491261091804539
EXOC8,-0.5711914066440543,0.19275874310862381
EXOG,0.08556643185865129,0.10712738118361571
EXOSC1,-0.7329270070117461,0.2242722805895288
EXOSC10,-1.0750029522640843,0.19205238596330376
EXOSC2,-1.134155659578285,0.17087282149637767
EXOSC3,-0.9166912273917164,0.18715772346315301
EXOSC4,-1.2295374220775044,0.19692229791870328
EXOSC5,-1.0136585306059929,0.15719542971533976
EXOSC6,-1.270836644176933,0.20231423601484805
EXOSC7,-0.9118638200626512,0.1495104753983672
EXOSC8,-1.475692179534128,0.2250157017179294
EXOSC9,-0.6489942321905633,0.16941239758213064
EXPH5,0.09986397522225153,0.11156876210073277
EXT1,-0.24456847661935932,0.26428828827367773
EXT2,-0.3179298532839498,0.21497769050631746
EXTL1,-0.3291470824015516,0.12945155271949488
EXTL2,-0.2660396252510224,0.1459454612516789
EXTL3,-0.08623635969037499,0.1843282398723072
EYA1,0.1567813815014739,0.13042335520395967
EYA2,0.051547366474022846,0.11969774835608263
EYA3,-0.17485855710698386,0.12720699735702068
EYA4,0.17674511805780257,0.10518314719059839
EYS,0.05402029427910596,0.12000504017022193
EZH1,-0.14044018403935402,0.134277561671736
EZH2,0.0628910933389514,0.2376763487515238
EZR,0.07609610969011547,0.1401515398529912
F10,0.18618332233557428,0.11482908617161358
F11,-0.042328003840403194,0.10550797970425582
F11R,-0.14937106234397957,0.17005669330219866
F12,-0.06480334001007376,0.12356121231258234
F13A1,0.1370525236620531,0.10006152830595
F13B,0.01326426391617813,0.1154308714495254
F2,-0.21263670797685155,0.14040425286023522
F2R,-0.13983126011776195,0.1586590042531299
F2RL1,0.05234288875505822,0.13403896949330815
F2RL2,0.09758939252934538,0.14231271268060214
F2RL3,0.13560226572347187,0.1349557076392667
F3,-0.35867247708704203,0.1526761122703901
F5,0.10704717152732877,0.12971475945797187
F7,-0.06347397051011845,0.13557110666439715
F8,0.07867099532011411,0.11436248637230095
F8A1,-0.4981995070397819,0.20566051457057685
F9,0.16969992167739117,0.10250407243692135
FA2H,-0.14671250930745505,0.1373178864627092
FAAH,-0.08728534073766527,0.15158658427810937
FAAH2,0.19127454329335075,0.10773528047693785
FAAP100,-0.3712793566483024,0.14954432625021488
FAAP20,-0.38860893593961143,0.15127374471519944
FAAP24,-0.3130237594664747,0.18046193462228036
FABP1,-0.05093314045052557,0.11735170342828292
FABP12,0.019027670960878575,0.12701577114372814
FABP2,0.10031244941854055,0.09316087452340349
FABP3,0.027609532141821776,0.09576952848093101
FABP4,0.03485431895765175,0.12502436731289332
FABP5,-0.3626954190251151,0.1629922450845533
FABP6,0.18517979777547017,0.09107724184273461
FABP7,-0.08214949544595274,0.11692407062961489
FADD,-0.2603125481404395,0.2852251682214337
FADS1,-0.03689504169077991,0.11302636350995424
FADS2,-0.25448174280980257,0.157356476212896
FADS3,-0.0967431343954507,0.1475169362041797
FADS6,-0.1624640234287995,0.14497402602072118
FAF1,-0.189234174690809,0.13734897687330622
FAF2,-0.7403304782053828,0.2604816345933028
FAH,-0.021468773696207356,0.13010961516106678
FAHD1,-0.019506479463665682,0.12022760645061722
FAHD2A,-0.3550324656854537,0.1499829474603083
FAHD2B,-0.2110158424881307,0.1601724167161354
FAIM,-0.30319507136053114,0.11366481258554711
FAIM2,-0.04445808152556133,0.12568280065382043
FAM102A,-0.04687049849322445,0.1335621182761908
FAM102B,-0.20179454617954257,0.14872863029682334
FAM104A,-0.0006128378869320421,0.1308724392583713
FAM104B,-0.5066131012787738,0.22130227854072185
FAM107A,-0.0835534887505909,0.1285350972509126
FAM107B,0.18900102523380696,0.09668574332309351
FAM110A,0.1802039587494859,0.11889266555511946
FAM110B,-0.10263618586668087,0.13089250939892086
